Attack,Threshold,Mode,Accuracy
pgdi_0.25,0.10025968108034194,bit_depth_1,0.9324324324324325
pgdi_0.25,0.09009392003563432,bit_depth_2,0.7552440500201695
pgdi_0.25,0.1012285241192572,median_filter_2,0.8524606696248487
pgdi_0.25,0.17273919672403634,median_filter_3,0.8162565550625253
pgdi_0.25,0.11647926983474832,bit_depth_1&median_filter_2,0.9345502218636547
cwi,0.10025968108034194,bit_depth_1,0.5257160145219847
cwi,0.09009392003563432,bit_depth_2,0.5257160145219847
cwi,0.1012285241192572,median_filter_2,0.5255143202904397
cwi,0.17273919672403634,median_filter_3,0.5246066962484873
cwi,0.11647926983474832,bit_depth_1&median_filter_2,0.5264219443323921
df,0.10025968108034194,bit_depth_1,0.8828156514723678
df,0.09009392003563432,bit_depth_2,0.8879588543767648
df,0.1012285241192572,median_filter_2,0.9111536910044373
df,0.17273919672403634,median_filter_3,0.8852359822509076
df,0.11647926983474832,bit_depth_1&median_filter_2,0.9110528438886648
hop,0.10025968108034194,bit_depth_1,0.6275716014521985
hop,0.09009392003563432,bit_depth_2,0.6868697055264219
hop,0.1012285241192572,median_filter_2,0.6569181121419927
hop,0.17273919672403634,median_filter_3,0.6150665590964098
hop,0.11647926983474832,bit_depth_1&median_filter_2,0.6445139169019766
sta,0.10025968108034194,bit_depth_1,0.9108511496571198
sta,0.09009392003563432,bit_depth_2,0.917507059298104
sta,0.1012285241192572,median_filter_2,0.9187172246873739
sta,0.17273919672403634,median_filter_3,0.8848325937878176
sta,0.11647926983474832,bit_depth_1&median_filter_2,0.9190197660346914
sa,0.10025968108034194,bit_depth_1,0.6995764421137556
sa,0.09009392003563432,bit_depth_2,0.822609923356192
sa,0.1012285241192572,median_filter_2,0.7709762000806777
sa,0.17273919672403634,median_filter_3,0.7468737394110528
sa,0.11647926983474832,bit_depth_1&median_filter_2,0.7525211778943123
